"OutdoorTemperature" "SolarRadiation" "WindSpeed" "Temperature_Indoor.T" "Conduction_wall1_outer.port_b.T" "Conduction_wall1_inner.port_b.T" "Conduction_wall1_outer.port_a.T" "Conduction_roof_outer.port_b.T" "Conduction_roof_inner.port_b.T" "Conduction_roof_outer.port_a.T" "two_single_ventilation1.Ventilation_rate.y"
292.8973589407121 0 1.110939225797065 293.9439013806195 296.0994742988148 294.7890604832837 293.766599347629 293.3723295605673 293.3723361940545 293.372316148186 0.09142657160878134
292.8973589407121 0 1.11093922578959 293.9439013806195 296.0994742988148 294.7890604832837 293.7665993476307 293.3723295605673 293.3723361940545 293.372316148186 0.09142657160872442
292.8972997247979 0 1.104157870012797 293.929737230232 296.09434373969 294.7784899180734 293.7668099301103 293.2407248737641 293.2407322853913 293.2407122486844 0.09128093680506766
292.8972997247979 0 1.104157870012797 293.9297372302171 296.0943437396838 294.778489918062 293.7668099301086 293.2407248736258 293.2407322852529 293.240712248546 0.09128093680496854
292.8972997247978 0 1.104157870004707 293.9297372302171 296.0943437396838 294.778489918062 293.7668099301105 293.2407248736258 293.2407322852529 293.240712248546 0.09128093680490759
292.8971970373017 0 1.097429766515874 293.9188150035579 296.0892144344758 294.7698800501429 293.7669796037414 293.1394697286418 293.1394777383163 293.139457705778 0.09115766894923534
292.8971970373016 0 1.097429766507182 293.9188150035579 296.0892144344758 294.7698800501429 293.7669796037434 293.1394697286418 293.1394777383163 293.139457705778 0.09115766894917046
292.8970509550693 0 1.090756220552437 293.9102840365218 296.084088704437 294.7627172942306 293.767108705926 293.0614901574715 293.0614986271439 293.0614785954459 0.09105119631949864
292.8970509550693 0 1.090756220552437 293.9102840365112 296.0840887044297 294.7627172942214 293.767108705924 293.0614901573758 293.0614986270482 293.0614785953502 0.09105119631942771
292.8970509550691 0 1.090756220543156 293.9102840365112 296.0840887044297 294.7627172942214 293.7671087059261 293.0614901573758 293.0614986270482 293.0614785953502 0.0910511963193591
292.8968615549467 0 1.084138531080476 293.9035385066157 296.0789682536952 294.7566359628418 293.7671974065108 293.0013727899311 293.0013816137102 293.0013615806617 0.09095753907652721
292.8968615549463 0 1.084138531070619 293.9035385066157 296.0789682536952 294.7566359628418 293.767197406513 293.0013727899311 293.0013816137102 293.0013615806617 0.09095753907645575
292.8966289137792 0 1.077577990786878 293.8981362360375 296.0738543365197 294.7513691841503 293.7672457519692 292.9549700774338 292.9549791740498 292.9549591382357 0.09087378518946027
292.8966289137792 0 1.077577990786878 293.8981362360298 296.0738543365115 294.7513691841424 293.7672457519669 292.9549700773687 292.9549791739847 292.9549591381706 0.09087378518940857
292.8966289137788 0 1.077577990776458 293.8981362360298 296.0738543365115 294.7513691841424 293.7672457519692 292.9549700773687 292.9549791739847 292.9549591381706 0.09087378518933328
292.8963531084129 0 1.071075886109503 293.8937493250524 296.0687478815638 294.7467190756165 293.7672536983056 292.9191036511515 292.919112958188 292.9190929187174 0.09079777080420022
292.8963531084124 0 1.071075886098534 293.8937493250524 296.0687478815638 294.7467190756165 293.7672536983079 292.9191036511515 292.919112958188 292.9190929187174 0.09079777080412241
292.8960342156934 0 1.064633497264451 293.8901314978967 296.0636495692003 294.7425370175724 293.7672211314686 292.8913350262785 292.8913444957731 292.8913244521037 0.09072786796255602
292.8960342156934 0 1.064633497264451 293.8901314978907 296.0636495691912 294.7425370175652 293.7672211314661 292.8913350262346 292.8913444957292 292.8913244520598 0.09072786796251567
292.8960342156927 0 1.064633497252947 293.8901314978907 296.0636495691912 294.7425370175652 293.7672211314685 292.8913350262346 292.8913444957292 292.8913244520598 0.09072786796243471
292.8956723124664 0 1.058252098278675 293.8870964942169 296.058559897922 294.738710607631 293.7671478849994 292.8697929638782 292.8698025589537 292.8697825107693 0.09066284374150742
292.8956723124656 0 1.058252098266652 293.8870964942169 296.058559897922 294.738710607631 293.7671478850019 292.8697929638782 292.8698025589537 292.8697825107693 0.09066284374142383
292.8952674755776 0 1.051932957028073 293.8845025336876 296.0534792229487 294.735154279785 293.7670337502297 292.8530399899997 292.8530496822894 292.8530296294161 0.09060175859901956
292.8952674755776 0 1.051932957028073 293.8845025336827 296.0534792229385 294.735154279778 293.7670337502269 292.8530399899702 292.8530496822599 292.8530296293866 0.09060175859898714
292.8952674755767 0 1.051932957015545 293.8845025336827 296.0534792229385 294.735154279778 293.7670337502294 292.8530399899702 292.8530496822599 292.8530296293866 0.09060175859890149
292.8948197818729 0 1.045677335281223 293.8822413776871 296.048407795394 294.7318027049641 293.7668784867582 292.8399715696925 292.8399813373662 292.8399612797145 0.09054389462824805
292.8948197818719 0 1.045677335268205 293.8822413776871 296.048407795394 294.7318027049641 293.7668784867607 292.8399715696925 292.8399813373662 292.8399612797145 0.09054389462816009
292.894329308198 0 1.039486488748901 293.8802301408674 296.0433457816381 294.7286058474305 293.7666818275769 292.8297382159521 292.829748042205 292.8297279797316 0.09048870168949168
292.894329308198 0 1.039486488748901 293.8802301408631 296.043345781627 294.7286058474236 293.7666818275738 292.8297382159321 292.8297480421851 292.8297279797117 0.09048870168946344
292.8943293081969 0 1.039486488735409 293.8802301408631 296.043345781627 294.7286058474236 293.7666818275764 292.8297382159321 292.8297480421851 292.8297279797117 0.09048870168937329
292.8937961313986 0 1.033361667139545 293.8784052272414 296.038293288034 294.7255253082094 293.7664434857409 292.8216863650908 292.8216962369833 292.8216761696655 0.09043575743242982
292.8937961313972 0 1.033361667125595 293.8784052272414 296.038293288034 294.7255253082094 293.7664434857435 292.8216863650908 292.8216962369833 292.8216761696655 0.09043575743233843
292.8932203283203 0 1.027304114220785 293.8767178273598 296.0332503699381 294.7225316064182 293.7661631567665 292.8153128451542 292.8153227527217 292.8153026805415 0.09038473755941806
292.8932203283203 0 1.027304114220785 293.8767178273559 296.033250369926 294.7225316064111 293.7661631567631 292.8153128451406 292.8153227527081 292.815302680528 0.09038473755939168
292.8932203283188 0 1.027304114206393 293.8767178273559 296.033250369926 294.7225316064111 293.7661631567657 292.8153128451406 292.8153227527081 292.815302680528 0.09038473755929843
292.8926019758091 0 1.021315067887212 293.8751303467637 296.0282170481929 294.7196020266598 293.7658405231359 292.8102300446565 292.8102399802257 292.8102199031604 0.09033539218230655
292.8926019758075 0 1.021315067872395 293.8751303467637 296.0282170481929 294.7196020266598 293.7658405231385 292.8102300446565 292.8102399802257 292.8102199031604 0.09033539218221198
292.8919411507106 0 1.015395760234515 293.8736139423747 296.0231933124129 294.7167191310703 293.7654752551801 292.8061392834058 292.8061492410691 292.8061291590853 0.09028752951514464
292.8919411507106 0 1.015395760234515 293.8736139423709 296.0231933123998 294.7167191310629 293.7654752551765 292.8061392833962 292.8061492410596 292.8061291590757 0.09028752951511901
292.8919411507088 0 1.015395760219292 293.8736139423709 296.0231933123998 294.7167191310629 293.765475255179 292.8061392833962 292.8061492410596 292.8061291590757 0.09028752951502328
292.8912379298705 0 1.009547417640133 293.8721462941325 296.0181791325954 294.7138694168875 293.7650670143014 292.8028101754137 292.8028201506249 292.8028000636763 0.09024100107117625
292.8912379298685 0 1.009547417624518 293.8721462941325 296.0181791325954 294.7138694168875 293.765067014304 292.8028101754137 292.8028201506249 292.8028000636763 0.09024100107107944
292.8904923901346 0 1.003771260850551 293.8707103375344 296.0131744592099 294.7110425503594 293.7646154530158 292.8000650785019 292.8000750677647 292.8000549757914 0.09019569327052329
292.8904923901346 0 1.003771260850551 293.8707103375304 296.013174459196 294.7110425503515 293.7646154530119 292.8000650784949 292.8000750677577 292.8000549757844 0.09019569327049612
292.8904923901324 0 1.003771260834565 293.8707103375304 296.013174459196 294.7110425503515 293.7646154530144 292.8000650784949 292.8000750677577 292.8000549757844 0.09019569327039921
292.8897046083487 0 0.9980685050753949 293.8692927656354 296.0081792318262 294.7082304646602 293.7641202173925 292.7977667716548 292.7977767722837 292.7977566752126 0.09015151745658256
292.8897046083463 0 0.9980685050590558 293.8692927656354 296.0081792318262 294.7082304646602 293.764120217395 292.7977667716548 292.7977767722837 292.7977566752126 0.09015151745648455
292.8888746613583 0 0.9924403600884436 293.8678834934018 296.0031933774688 294.7054270354868 293.7635809466433 292.7958094193472 292.7958194292823 292.7957993270278 0.09010840636580233
292.8888746613583 0 0.9924403600884436 293.8678834933976 296.0031933774539 294.7054270354785 293.7635809466391 292.7958094193418 292.7958194292769 292.7957993270224 0.09010840636577397
292.8888746613558 0 0.9924403600717677 293.8678834933976 296.0031933774539 294.7054270354785 293.7635809466416 292.7958094193418 292.7958194292769 292.7957993270224 0.09010840636567535
292.8880026260095 0 0.9868880303356913 293.8664745459022 295.9982168173523 294.7026274116719 293.7629972750683 292.7941111291254 292.7941211467908 292.7941010392563 0.09006630669426376
292.8880026260067 0 0.9868880303186999 293.8664745459022 295.9982168173523 294.7026274116719 293.7629972750707 292.7941111291254 292.7941211467908 292.7941010392563 0.09006630669416549
292.8870885791478 0 0.981412715050593 293.8650599893696 295.9932494643538 294.699827972539 293.7623688314204 292.7926087598328 292.7926187840254 292.792598671105 0.09002517867985299
292.8870885791478 0 0.981412715050593 293.8650599893651 295.9932494643379 294.69982797253 293.7623688314159 292.7926087598282 292.7926187840208 292.7925986711004 0.09002517867982268
